vessel_id,mmsi,imo,vessel_type,hull_area_m2,coating,timestamp,date,lat,lon,mean_speed_knots,vessel_speed,idle_hours,idle_time,stop_duration,sst_c,sea_temperature,sss_psu,salinity,chlor_a_mg_m3,wind_speed_mps,wind_dir_deg,wind_direction,curr_speed_mps,curr_dir,current_speed,current_direction,ocean_current,voyage_id,last_clean_date,days_since_clean,fouling_percent,fouling_class,fuel_consumption_tpd
VSL_2007,300000007,9100007,bulk,3039,none,2024-08-01 12:00:00,2024-08-01,35.086611,132.44915,0.13,0.13,16.16,16.16,16.16,12.3,12.3,35.22,35.22,1.148,6.16,237.8,237.8,0.29,249.2,0.29,249.2,0.29,VG_VSL_2007_2024_692,2024-06-27,35,100.0,high,0.05
VSL_2007,300000007,9100007,bulk,3039,none,2024-08-02 12:00:00,2024-08-02,36.5931,132.935389,10.45,10.45,1.85,1.85,0.0,14.04,14.04,33.91,33.91,0.351,4.23,47.3,47.3,0.46,114.9,0.46,114.9,0.46,VG_VSL_2007_2024_848,2024-06-27,36,74.66,high,0.828
VSL_2007,300000007,9100007,bulk,3039,none,2024-08-03 12:00:00,2024-08-03,35.543818,132.155058,7.67,7.67,0.52,0.52,0.0,13.89,13.89,33.01,33.01,1.044,8.54,323.7,323.7,0.57,349.5,0.57,349.5,0.57,VG_VSL_2007_2024_2026,2024-06-27,37,80.53,high,0.337
VSL_2007,300000007,9100007,bulk,3039,none,2024-08-04 12:00:00,2024-08-04,36.342776,134.008173,7.29,7.29,0.04,0.04,0.0,14.36,14.36,32.31,32.31,2.311,7.0,178.3,178.3,0.6,148.5,0.6,148.5,0.6,VG_VSL_2007_2024_2754,2024-06-27,38,85.61,high,0.275
VSL_2007,300000007,9100007,bulk,3039,none,2024-08-05 12:00:00,2024-08-05,35.866601,132.403351,11.27,11.27,2.18,2.18,2.18,13.67,13.67,35.8,35.8,0.155,7.41,194.1,194.1,0.69,266.5,0.69,266.5,0.69,VG_VSL_2007_2024_2384,2024-06-27,39,76.81,high,0.993
VSL_2007,300000007,9100007,bulk,3039,none,2024-08-06 12:00:00,2024-08-06,35.08901,133.952928,0.06,0.06,18.6,18.6,18.6,12.62,12.62,35.21,35.21,0.283,6.39,226.2,226.2,0.42,74.0,0.42,74.0,0.42,VG_VSL_2007_2024_728,2024-06-27,40,100.0,high,0.05
VSL_2007,300000007,9100007,bulk,3039,none,2024-08-07 12:00:00,2024-08-07,36.702572,133.443598,15.2,15.2,0.41,0.41,0.0,13.65,13.65,35.19,35.19,0.574,0.0,270.1,270.1,0.0,275.2,0.0,275.2,0.0,VG_VSL_2007_2024_503,2024-06-27,41,87.06,high,2.62
VSL_2007,300000007,9100007,bulk,3039,none,2024-08-08 12:00:00,2024-08-08,35.338846,133.538286,13.89,13.89,4.4,4.4,4.4,13.94,13.94,35.39,35.39,1.745,11.26,193.9,193.9,0.48,129.0,0.48,129.0,0.48,VG_VSL_2007_2024_3742,2024-06-27,42,99.74,high,1.76
VSL_2007,300000007,9100007,bulk,3039,none,2024-08-09 12:00:00,2024-08-09,35.486783,128.108821,13.35,13.35,0.42,0.42,0.0,13.49,13.49,34.52,34.52,1.79,2.02,196.8,196.8,1.01,226.6,1.01,226.6,1.01,VG_VSL_2007_2024_1096,2024-06-27,43,94.63,high,1.458
VSL_2007,300000007,9100007,bulk,3039,none,2024-08-10 12:00:00,2024-08-10,36.241261,130.436159,17.22,17.22,1.46,1.46,0.0,13.34,13.34,34.69,34.69,0.229,6.88,27.5,27.5,0.16,40.1,0.16,40.1,0.16,VG_VSL_2007_2024_1753,2024-06-27,44,92.26,high,3.732
VSL_2007,300000007,9100007,bulk,3039,none,2024-08-11 12:00:00,2024-08-11,35.216392,135.026411,11.97,11.97,0.9,0.9,0.0,13.98,13.98,34.69,34.69,0.68,9.78,276.4,276.4,0.16,245.7,0.16,245.7,0.16,VG_VSL_2007_2024_43,2024-06-27,45,99.97,high,1.179
VSL_2007,300000007,9100007,bulk,3039,none,2024-08-12 12:00:00,2024-08-12,34.866083,133.711435,7.58,7.58,3.53,3.53,3.53,14.86,14.86,33.7,33.7,0.197,9.27,271.5,271.5,0.13,1.3,0.13,1.3,0.13,VG_VSL_2007_2024_2975,2024-06-27,46,100.0,high,0.258
VSL_2007,300000007,9100007,bulk,3039,none,2024-08-13 12:00:00,2024-08-13,36.018505,131.430508,12.03,12.03,0.57,0.57,0.0,14.44,14.44,35.12,35.12,1.018,7.61,78.4,78.4,1.01,261.3,1.01,261.3,1.01,VG_VSL_2007_2024_3954,2024-06-27,47,100.0,high,1.027
VSL_2007,300000007,9100007,bulk,3039,none,2024-08-14 12:00:00,2024-08-14,35.715559,131.878039,12.0,12.0,0.64,0.64,0.0,12.45,12.45,32.84,32.84,0.105,9.77,109.2,109.2,0.59,81.4,0.59,81.4,0.59,VG_VSL_2007_2024_2873,2024-06-27,48,98.78,high,1.12
VSL_2007,300000007,9100007,bulk,3039,none,2024-08-15 12:00:00,2024-08-15,37.104388,133.701104,11.38,11.38,0.63,0.63,0.0,12.42,12.42,35.37,35.37,1.047,0.52,105.0,105.0,0.45,18.6,0.45,18.6,0.45,VG_VSL_2007_2024_705,2024-06-27,49,100.0,high,1.151
VSL_2007,300000007,9100007,bulk,3039,none,2024-08-16 12:00:00,2024-08-16,36.994617,132.273712,11.67,11.67,0.26,0.26,0.0,12.92,12.92,33.68,33.68,0.65,10.44,159.4,159.4,0.12,51.1,0.12,51.1,0.12,VG_VSL_2007_2024_2964,2024-06-27,50,100.0,high,0.928
VSL_2007,300000007,9100007,bulk,3039,none,2024-08-17 12:00:00,2024-08-17,36.508312,130.361635,12.14,12.14,1.07,1.07,0.0,13.64,13.64,33.78,33.78,1.18,7.22,305.0,305.0,0.0,265.2,0.0,265.2,0.0,VG_VSL_2007_2024_1675,2024-06-27,51,100.0,high,1.153
VSL_2007,300000007,9100007,bulk,3039,none,2024-08-18 12:00:00,2024-08-18,36.17206,130.552499,15.63,15.63,4.3,4.3,4.3,14.96,14.96,33.95,33.95,0.01,7.87,269.3,269.3,0.79,218.8,0.79,218.8,0.79,VG_VSL_2007_2024_1269,2024-06-27,52,100.0,high,2.807
VSL_2007,300000007,9100007,bulk,3039,none,2024-08-19 12:00:00,2024-08-19,35.549166,134.574996,12.87,12.87,1.7,1.7,0.0,14.27,14.27,32.71,32.71,0.296,4.58,233.6,233.6,0.65,238.0,0.65,238.0,0.65,VG_VSL_2007_2024_3481,2024-06-27,53,100.0,high,1.413
VSL_2007,300000007,9100007,bulk,3039,none,2024-08-20 12:00:00,2024-08-20,35.985999,130.017088,13.78,13.78,1.26,1.26,0.0,12.96,12.96,37.36,37.36,0.577,8.66,151.5,151.5,0.77,139.4,0.77,139.4,0.77,VG_VSL_2007_2024_2764,2024-06-27,54,100.0,high,1.859
VSL_2007,300000007,9100007,bulk,3039,none,2024-08-21 12:00:00,2024-08-21,35.729029,133.834467,12.72,12.72,0.29,0.29,0.0,10.95,10.95,33.26,33.26,0.162,4.88,273.3,273.3,0.44,355.6,0.44,355.6,0.44,VG_VSL_2007_2024_3476,2024-06-27,55,100.0,high,1.335
VSL_2007,300000007,9100007,bulk,3039,none,2024-08-22 12:00:00,2024-08-22,36.136044,133.351158,11.11,11.11,3.15,3.15,3.15,13.96,13.96,34.43,34.43,0.659,7.32,311.3,311.3,0.54,299.9,0.54,299.9,0.54,VG_VSL_2007_2024_3028,2024-06-27,56,100.0,high,0.959
VSL_2007,300000007,9100007,bulk,3039,none,2024-08-23 12:00:00,2024-08-23,35.43818,130.817091,0.13,0.13,12.55,12.55,12.55,14.89,14.89,34.74,34.74,0.686,0.51,252.1,252.1,0.46,150.7,0.46,150.7,0.46,VG_VSL_2007_2024_1643,2024-06-27,57,100.0,high,0.05
VSL_2007,300000007,9100007,bulk,3039,none,2024-08-24 12:00:00,2024-08-24,34.976997,133.012054,7.49,7.49,1.23,1.23,0.0,12.17,12.17,32.92,32.92,0.534,3.43,302.8,302.8,0.47,209.5,0.47,209.5,0.47,VG_VSL_2007_2024_282,2024-06-27,58,100.0,high,0.297
VSL_2007,300000007,9100007,bulk,3039,none,2024-08-25 12:00:00,2024-08-25,37.028194,131.608737,9.52,9.52,2.9,2.9,2.9,12.51,12.51,37.39,37.39,0.509,2.31,216.4,216.4,0.04,217.0,0.04,217.0,0.04,VG_VSL_2007_2024_1563,2024-06-27,59,100.0,high,0.591
VSL_2007,300000007,9100007,bulk,3039,none,2024-08-26 12:00:00,2024-08-26,34.975146,132.068398,10.87,10.87,0.11,0.11,0.0,13.2,13.2,35.46,35.46,0.724,2.06,54.3,54.3,0.88,153.3,0.88,153.3,0.88,VG_VSL_2007_2024_3848,2024-06-27,60,100.0,high,0.797
VSL_2007,300000007,9100007,bulk,3039,none,2024-08-27 12:00:00,2024-08-27,35.778796,131.950801,10.05,10.05,0.31,0.31,0.0,11.77,11.77,37.32,37.32,0.589,10.23,224.1,224.1,0.78,22.8,0.78,22.8,0.78,VG_VSL_2007_2024_270,2024-08-27,0,0.61,clean,0.654
VSL_2007,300000007,9100007,bulk,3039,none,2024-08-28 12:00:00,2024-08-28,36.498296,129.897863,8.21,8.21,0.29,0.29,0.0,12.55,12.55,35.77,35.77,1.205,9.0,7.9,7.9,0.43,250.6,0.43,250.6,0.43,VG_VSL_2007_2024_1043,2024-08-27,1,1.32,clean,0.335
VSL_2007,300000007,9100007,bulk,3039,none,2024-08-29 12:00:00,2024-08-29,35.961808,131.232364,0.12,0.12,15.07,15.07,15.07,14.15,14.15,37.52,37.52,0.76,5.88,296.0,296.0,0.42,308.2,0.42,308.2,0.42,VG_VSL_2007_2024_713,2024-08-27,2,5.88,clean,0.05
VSL_2007,300000007,9100007,bulk,3039,none,2024-08-30 12:00:00,2024-08-30,35.770745,133.887893,9.83,9.83,0.08,0.08,0.0,12.23,12.23,35.7,35.7,0.415,9.42,29.5,29.5,0.62,115.6,0.62,115.6,0.62,VG_VSL_2007_2024_3425,2024-08-27,3,4.69,clean,0.576
VSL_2007,300000007,9100007,bulk,3039,none,2024-08-31 12:00:00,2024-08-31,35.270237,132.89338,10.15,10.15,1.39,1.39,0.0,13.34,13.34,36.84,36.84,0.743,10.33,246.8,246.8,0.23,208.8,0.23,208.8,0.23,VG_VSL_2007_2024_1506,2024-08-27,4,11.93,low,0.641
VSL_2007,300000007,9100007,bulk,3039,none,2024-09-01 12:00:00,2024-09-01,35.576046,130.124998,10.57,10.57,1.98,1.98,0.0,12.71,12.71,34.72,34.72,1.298,9.31,343.6,343.6,0.0,346.6,0.0,346.6,0.0,VG_VSL_2007_2024_954,2024-08-27,5,10.77,low,0.764
VSL_2007,300000007,9100007,bulk,3039,none,2024-09-02 12:00:00,2024-09-02,36.462755,134.366145,8.91,8.91,0.23,0.23,0.0,13.08,13.08,34.99,34.99,0.052,0.0,242.6,242.6,0.56,219.4,0.56,219.4,0.56,VG_VSL_2007_2024_3535,2024-08-27,6,13.79,low,0.44
VSL_2007,300000007,9100007,bulk,3039,none,2024-09-03 12:00:00,2024-09-03,37.25155,132.099177,13.35,13.35,0.2,0.2,0.0,12.48,12.48,34.89,34.89,0.532,5.83,266.7,266.7,0.81,70.5,0.81,70.5,0.81,VG_VSL_2007_2024_920,2024-08-27,7,10.78,low,1.42
VSL_2007,300000007,9100007,bulk,3039,none,2024-09-04 12:00:00,2024-09-04,36.749436,131.829506,10.03,10.03,0.11,0.11,0.0,12.99,12.99,34.68,34.68,0.41,10.35,56.6,56.6,0.28,153.9,0.28,153.9,0.28,VG_VSL_2007_2024_2361,2024-08-27,8,17.31,low,0.623
VSL_2007,300000007,9100007,bulk,3039,none,2024-09-05 12:00:00,2024-09-05,36.209957,131.610175,12.18,12.18,0.28,0.28,0.0,10.0,10.0,34.64,34.64,0.239,8.03,200.5,200.5,0.27,87.8,0.27,87.8,0.27,VG_VSL_2007_2024_369,2024-08-27,9,18.81,low,1.232
VSL_2007,300000007,9100007,bulk,3039,none,2024-09-06 12:00:00,2024-09-06,36.102466,132.68072,4.57,4.57,0.58,0.58,0.0,13.79,13.79,39.28,39.28,1.307,5.55,180.6,180.6,0.08,310.1,0.08,310.1,0.08,VG_VSL_2007_2024_1451,2024-08-27,10,22.53,low,0.052
VSL_2007,300000007,9100007,bulk,3039,none,2024-09-07 12:00:00,2024-09-07,35.883491,133.095783,8.46,8.46,0.03,0.03,0.0,12.98,12.98,35.07,35.07,0.702,3.41,294.0,294.0,0.4,27.8,0.4,27.8,0.4,VG_VSL_2007_2024_100,2024-08-27,11,22.59,low,0.382
VSL_2007,300000007,9100007,bulk,3039,none,2024-09-08 12:00:00,2024-09-08,35.542963,132.47144,13.19,13.19,1.0,1.0,0.0,12.84,12.84,35.98,35.98,0.16,4.31,182.0,182.0,0.71,232.2,0.71,232.2,0.71,VG_VSL_2007_2024_1603,2024-08-27,12,21.89,low,1.388
VSL_2007,300000007,9100007,bulk,3039,none,2024-09-09 12:00:00,2024-09-09,36.212292,132.940462,15.65,15.65,0.07,0.07,0.0,12.8,12.8,38.6,38.6,0.713,6.47,2.7,2.7,0.0,152.2,0.0,152.2,0.0,VG_VSL_2007_2024_2448,2024-08-27,13,20.31,low,2.233
VSL_2007,300000007,9100007,bulk,3039,none,2024-09-10 12:00:00,2024-09-10,35.489939,135.340262,10.8,10.8,2.35,2.35,2.35,10.99,10.99,37.3,37.3,0.741,6.6,164.4,164.4,0.37,42.0,0.37,42.0,0.37,VG_VSL_2007_2024_3966,2024-08-27,14,30.57,medium,0.796
VSL_2007,300000007,9100007,bulk,3039,none,2024-09-11 12:00:00,2024-09-11,36.105867,131.517765,12.32,12.32,0.18,0.18,0.0,11.29,11.29,33.21,33.21,0.07,7.64,37.2,37.2,0.98,122.4,0.98,122.4,0.98,VG_VSL_2007_2024_588,2024-08-27,15,37.67,medium,1.138
VSL_2007,300000007,9100007,bulk,3039,none,2024-09-12 12:00:00,2024-09-12,36.300393,133.916946,0.66,0.66,16.74,16.74,16.74,14.19,14.19,34.72,34.72,0.494,12.09,359.8,359.8,1.07,241.1,1.07,241.1,1.07,VG_VSL_2007_2024_2072,2024-08-27,16,50.97,medium,0.05
VSL_2007,300000007,9100007,bulk,3039,none,2024-09-13 12:00:00,2024-09-13,36.269831,130.410306,17.94,17.94,0.04,0.04,0.0,14.05,14.05,34.69,34.69,0.628,7.21,14.4,14.4,0.14,8.4,0.14,8.4,0.14,VG_VSL_2007_2024_3303,2024-08-27,17,40.62,medium,3.58
VSL_2007,300000007,9100007,bulk,3039,none,2024-09-14 12:00:00,2024-09-14,35.721379,133.577934,9.0,9.0,0.34,0.34,0.0,12.95,12.95,36.8,36.8,1.0,1.23,218.9,218.9,1.01,251.6,1.01,251.6,1.01,VG_VSL_2007_2024_349,2024-08-27,18,40.13,medium,0.481
VSL_2007,300000007,9100007,bulk,3039,none,2024-09-15 12:00:00,2024-09-15,35.844728,130.152627,0.57,0.57,14.99,14.99,14.99,11.31,11.31,34.04,34.04,0.733,9.08,165.7,165.7,0.65,259.0,0.65,259.0,0.65,VG_VSL_2007_2024_2513,2024-08-27,19,61.77,high,0.05
VSL_2007,300000007,9100007,bulk,3039,none,2024-09-16 12:00:00,2024-09-16,35.702876,131.943446,7.87,7.87,0.67,0.67,0.0,14.11,14.11,34.22,34.22,0.621,7.17,144.3,144.3,0.0,323.3,0.0,323.3,0.0,VG_VSL_2007_2024_719,2024-08-27,20,43.92,medium,0.335
VSL_2007,300000007,9100007,bulk,3039,none,2024-09-17 12:00:00,2024-09-17,36.320539,131.326301,11.54,11.54,1.6,1.6,0.0,13.55,13.55,33.82,33.82,0.283,6.77,150.9,150.9,0.7,337.7,0.7,337.7,0.7,VG_VSL_2007_2024_3638,2024-08-27,21,48.31,medium,1.065
VSL_2007,300000007,9100007,bulk,3039,none,2024-09-18 12:00:00,2024-09-18,36.712372,132.554985,12.91,12.91,0.12,0.12,0.0,13.14,13.14,32.63,32.63,0.758,3.83,105.9,105.9,0.32,177.3,0.32,177.3,0.32,VG_VSL_2007_2024_2335,2024-08-27,22,45.77,medium,1.384
VSL_2007,300000007,9100007,bulk,3039,none,2024-09-19 12:00:00,2024-09-19,36.590173,131.103513,0.45,0.45,19.78,19.78,19.78,13.53,13.53,33.34,33.34,0.762,2.56,240.8,240.8,0.64,341.2,0.64,341.2,0.64,VG_VSL_2007_2024_3240,2024-08-27,23,82.62,high,0.05
VSL_2007,300000007,9100007,bulk,3039,none,2024-09-20 12:00:00,2024-09-20,35.973516,131.543494,0.0,0.0,18.14,18.14,18.14,11.59,11.59,37.1,37.1,1.23,8.31,108.4,108.4,0.56,219.5,0.56,219.5,0.56,VG_VSL_2007_2024_2219,2024-08-27,24,79.3,high,0.05
VSL_2007,300000007,9100007,bulk,3039,none,2024-09-21 12:00:00,2024-09-21,36.642789,131.691189,0.55,0.55,14.54,14.54,14.54,13.47,13.47,33.96,33.96,0.215,6.38,259.2,259.2,0.46,94.9,0.46,94.9,0.46,VG_VSL_2007_2024_1492,2024-08-27,25,79.67,high,0.05
VSL_2007,300000007,9100007,bulk,3039,none,2024-09-22 12:00:00,2024-09-22,36.635067,132.675371,13.94,13.94,1.25,1.25,0.0,11.56,11.56,35.99,35.99,0.38,7.13,323.7,323.7,0.79,135.8,0.79,135.8,0.79,VG_VSL_2007_2024_3055,2024-08-27,26,53.83,medium,1.828
VSL_2007,300000007,9100007,bulk,3039,none,2024-09-23 12:00:00,2024-09-23,35.594139,132.176183,6.74,6.74,0.83,0.83,0.0,13.75,13.75,36.04,36.04,0.493,4.84,306.8,306.8,0.28,117.2,0.28,117.2,0.28,VG_VSL_2007_2024_2226,2024-08-27,27,58.38,medium,0.205
VSL_2007,300000007,9100007,bulk,3039,none,2024-09-24 12:00:00,2024-09-24,35.478352,130.795883,12.72,12.72,1.84,1.84,0.0,11.68,11.68,33.99,33.99,0.249,7.65,299.8,299.8,1.1,308.7,1.1,308.7,1.1,VG_VSL_2007_2024_894,2024-08-27,28,58.48,medium,1.333
VSL_2007,300000007,9100007,bulk,3039,none,2024-09-25 12:00:00,2024-09-25,35.847233,132.238245,14.28,14.28,1.29,1.29,0.0,12.36,12.36,35.16,35.16,1.685,9.68,231.0,231.0,0.5,324.0,0.5,324.0,0.5,VG_VSL_2007_2024_1857,2024-08-27,29,70.81,high,2.095
VSL_2007,300000007,9100007,bulk,3039,none,2024-09-26 12:00:00,2024-09-26,36.101251,132.770166,14.28,14.28,0.44,0.44,0.0,14.43,14.43,35.46,35.46,0.197,7.31,93.3,93.3,1.01,311.9,1.01,311.9,1.01,VG_VSL_2007_2024_3870,2024-08-27,30,66.28,high,1.903
VSL_2007,300000007,9100007,bulk,3039,none,2024-09-27 12:00:00,2024-09-27,36.628616,131.217934,13.55,13.55,0.06,0.06,0.0,12.75,12.75,36.79,36.79,0.222,12.71,215.3,215.3,0.61,345.1,0.61,345.1,0.61,VG_VSL_2007_2024_1910,2024-08-27,31,64.24,high,1.736
VSL_2007,300000007,9100007,bulk,3039,none,2024-09-28 12:00:00,2024-09-28,36.361232,133.704254,10.2,10.2,0.72,0.72,0.0,15.06,15.06,34.72,34.72,0.322,9.0,117.7,117.7,0.31,299.9,0.31,299.9,0.31,VG_VSL_2007_2024_1606,2024-08-27,32,75.08,high,0.709
VSL_2007,300000007,9100007,bulk,3039,none,2024-09-29 12:00:00,2024-09-29,37.002915,131.997555,12.51,12.51,3.86,3.86,3.86,13.61,13.61,36.12,36.12,0.675,0.87,112.9,112.9,0.53,355.6,0.53,355.6,0.53,VG_VSL_2007_2024_859,2024-08-27,33,70.27,high,1.229
VSL_2007,300000007,9100007,bulk,3039,none,2024-09-30 12:00:00,2024-09-30,35.562982,132.285238,15.69,15.69,2.04,2.04,2.04,12.23,12.23,32.66,32.66,0.273,4.03,188.7,188.7,0.27,59.8,0.27,59.8,0.27,VG_VSL_2007_2024_781,2024-08-27,34,75.02,high,2.567
VSL_2007,300000007,9100007,bulk,3039,none,2024-10-01 12:00:00,2024-10-01,36.181421,133.029778,12.77,12.77,1.34,1.34,0.0,14.52,14.52,36.91,36.91,0.217,6.14,301.4,301.4,0.74,148.2,0.74,148.2,0.74,VG_VSL_2007_2024_1771,2024-08-27,35,74.85,high,1.558
VSL_2007,300000007,9100007,bulk,3039,none,2024-10-02 12:00:00,2024-10-02,35.450691,131.398522,14.93,14.93,0.25,0.25,0.0,15.19,15.19,38.17,38.17,0.232,6.96,304.1,304.1,0.45,7.1,0.45,7.1,0.45,VG_VSL_2007_2024_1411,2024-08-27,36,74.14,high,2.023
VSL_2007,300000007,9100007,bulk,3039,none,2024-10-03 12:00:00,2024-10-03,36.906564,132.467246,12.98,12.98,0.52,0.52,0.0,12.97,12.97,37.7,37.7,1.15,0.0,268.9,268.9,0.76,325.4,0.76,325.4,0.76,VG_VSL_2007_2024_2439,2024-08-27,37,82.27,high,1.463
VSL_2007,300000007,9100007,bulk,3039,none,2024-10-04 12:00:00,2024-10-04,36.010952,131.428158,11.55,11.55,1.16,1.16,0.0,13.67,13.67,35.48,35.48,1.385,12.49,109.3,109.3,0.28,63.9,0.28,63.9,0.28,VG_VSL_2007_2024_3225,2024-08-27,38,80.23,high,1.0
VSL_2007,300000007,9100007,bulk,3039,none,2024-10-05 12:00:00,2024-10-05,35.635297,133.073044,7.99,7.99,0.03,0.03,0.0,11.5,11.5,33.57,33.57,1.364,5.08,4.5,4.5,0.99,186.8,0.99,186.8,0.99,VG_VSL_2007_2024_2264,2024-08-27,39,81.93,high,0.378
VSL_2007,300000007,9100007,bulk,3039,none,2024-10-06 12:00:00,2024-10-06,36.638346,132.412227,0.04,0.04,15.73,15.73,15.73,13.08,13.08,35.92,35.92,0.989,8.17,299.4,299.4,0.88,18.2,0.88,18.2,0.88,VG_VSL_2007_2024_1856,2024-08-27,40,100.0,high,0.05
VSL_2007,300000007,9100007,bulk,3039,none,2024-10-07 12:00:00,2024-10-07,36.1722,132.351489,9.13,9.13,0.53,0.53,0.0,14.96,14.96,36.86,36.86,0.706,0.0,357.6,357.6,0.31,317.9,0.31,317.9,0.31,VG_VSL_2007_2024_1694,2024-08-27,41,81.65,high,0.507
VSL_2007,300000007,9100007,bulk,3039,none,2024-10-08 12:00:00,2024-10-08,36.408424,134.340857,0.05,0.05,19.32,19.32,19.32,11.84,11.84,35.27,35.27,1.623,5.88,162.4,162.4,0.38,210.0,0.38,210.0,0.38,VG_VSL_2007_2024_845,2024-08-27,42,100.0,high,0.05
VSL_2007,300000007,9100007,bulk,3039,none,2024-10-09 12:00:00,2024-10-09,36.084367,131.333495,8.04,8.04,0.2,0.2,0.0,11.82,11.82,34.68,34.68,0.64,2.25,96.4,96.4,1.29,150.5,1.29,150.5,1.29,VG_VSL_2007_2024_1575,2024-08-27,43,92.56,high,0.356
VSL_2007,300000007,9100007,bulk,3039,none,2024-10-10 12:00:00,2024-10-10,36.102653,131.517077,18.02,18.02,0.98,0.98,0.0,13.93,13.93,36.38,36.38,1.134,4.89,177.5,177.5,0.46,352.2,0.46,352.2,0.46,VG_VSL_2007_2024_3744,2024-08-27,44,100.0,high,3.797
VSL_2007,300000007,9100007,bulk,3039,none,2024-10-11 12:00:00,2024-10-11,35.148235,131.115677,10.49,10.49,1.64,1.64,0.0,11.68,11.68,35.02,35.02,1.233,6.99,156.3,156.3,0.0,4.0,0.0,4.0,0.0,VG_VSL_2007_2024_2442,2024-08-27,45,99.25,high,0.812
VSL_2007,300000007,9100007,bulk,3039,none,2024-10-12 12:00:00,2024-10-12,37.633599,133.671917,11.42,11.42,0.88,0.88,0.0,11.3,11.3,35.98,35.98,0.597,7.95,19.2,19.2,0.34,358.0,0.34,358.0,0.34,VG_VSL_2007_2024_498,2024-08-27,46,100.0,high,0.937
VSL_2007,300000007,9100007,bulk,3039,none,2024-10-13 12:00:00,2024-10-13,36.127125,133.132631,0.21,0.21,21.38,21.38,21.38,13.57,13.57,34.72,34.72,0.258,6.62,229.6,229.6,0.12,336.5,0.12,336.5,0.12,VG_VSL_2007_2024_2549,2024-08-27,47,100.0,high,0.05
VSL_2007,300000007,9100007,bulk,3039,none,2024-10-14 12:00:00,2024-10-14,36.431941,130.397804,13.77,13.77,0.37,0.37,0.0,13.41,13.41,32.19,32.19,0.942,10.28,125.5,125.5,0.52,219.6,0.52,219.6,0.52,VG_VSL_2007_2024_2814,2024-08-27,48,100.0,high,1.739
VSL_2007,300000007,9100007,bulk,3039,none,2024-10-15 12:00:00,2024-10-15,35.099973,131.843103,12.52,12.52,1.13,1.13,0.0,12.59,12.59,30.57,30.57,0.708,1.34,55.6,55.6,0.84,314.6,0.84,314.6,0.84,VG_VSL_2007_2024_2357,2024-08-27,49,100.0,high,1.352
VSL_2007,300000007,9100007,bulk,3039,none,2024-10-16 12:00:00,2024-10-16,35.727863,132.234472,14.06,14.06,5.23,5.23,5.23,14.36,14.36,35.77,35.77,0.222,9.08,102.3,102.3,0.28,145.6,0.28,145.6,0.28,VG_VSL_2007_2024_90,2024-08-27,50,100.0,high,2.104
VSL_2007,300000007,9100007,bulk,3039,none,2024-10-17 12:00:00,2024-10-17,35.825703,132.240826,6.76,6.76,1.18,1.18,0.0,12.87,12.87,29.99,29.99,0.398,6.75,330.1,330.1,0.0,198.7,0.0,198.7,0.0,VG_VSL_2007_2024_1846,2024-08-27,51,100.0,high,0.206
VSL_2007,300000007,9100007,bulk,3039,none,2024-10-18 12:00:00,2024-10-18,35.915635,132.170728,0.0,0.0,13.21,13.21,13.21,14.19,14.19,35.96,35.96,1.051,2.98,247.2,247.2,0.65,143.5,0.65,143.5,0.65,VG_VSL_2007_2024_975,2024-08-27,52,100.0,high,0.05
VSL_2007,300000007,9100007,bulk,3039,none,2024-10-19 12:00:00,2024-10-19,36.085177,133.156097,9.92,9.92,0.63,0.63,0.0,11.98,11.98,33.74,33.74,0.887,5.3,354.6,354.6,0.18,270.4,0.18,270.4,0.18,VG_VSL_2007_2024_3508,2024-08-27,53,100.0,high,0.672
VSL_2007,300000007,9100007,bulk,3039,none,2024-10-20 12:00:00,2024-10-20,36.4153,135.078399,11.43,11.43,1.17,1.17,0.0,13.98,13.98,36.45,36.45,1.567,8.85,230.0,230.0,0.92,123.4,0.92,123.4,0.92,VG_VSL_2007_2024_3677,2024-08-27,54,100.0,high,1.142
VSL_2007,300000007,9100007,bulk,3039,none,2024-10-21 12:00:00,2024-10-21,36.060022,130.982666,0.41,0.41,23.81,23.81,23.81,12.85,12.85,33.59,33.59,0.028,7.34,68.3,68.3,0.63,10.0,0.63,10.0,0.63,VG_VSL_2007_2024_3649,2024-08-27,55,100.0,high,0.05
VSL_2007,300000007,9100007,bulk,3039,none,2024-10-22 12:00:00,2024-10-22,34.624286,132.918257,10.6,10.6,0.09,0.09,0.0,13.14,13.14,32.39,32.39,0.553,8.91,250.6,250.6,0.72,160.4,0.72,160.4,0.72,VG_VSL_2007_2024_2732,2024-08-27,56,100.0,high,0.755
VSL_2007,300000007,9100007,bulk,3039,none,2024-10-23 12:00:00,2024-10-23,35.986003,131.906889,10.56,10.56,1.15,1.15,0.0,12.94,12.94,32.55,32.55,1.636,0.0,66.5,66.5,0.0,103.0,0.0,103.0,0.0,VG_VSL_2007_2024_2344,2024-08-27,57,100.0,high,0.81
VSL_2007,300000007,9100007,bulk,3039,none,2024-10-24 12:00:00,2024-10-24,36.351889,133.350368,6.3,6.3,0.55,0.55,0.0,11.98,11.98,34.21,34.21,0.88,3.14,318.9,318.9,0.14,4.6,0.14,4.6,0.14,VG_VSL_2007_2024_1624,2024-08-27,58,100.0,high,0.163
